Name;Device ID;Scheduled Time;Issued Time;Response Time;Duration (minutes);Location;[2_VAS] Please use the following 3 items to indicate how you feel right now;[3_VAS] ;[4_VAS] ;[6_VAS] How stressed do you feel right now?;[8_VAS] At the moment I feel like I am able to control my own behavior as I wish;[9_VAS] Right now I feel competent in what I am doing ;[10_VAS] Right now I feel like there are people around me who care about me and support me;[11_SAQ] Since the last prompt have there been events that caused any changes in your emotional state?;[33_VAS] Time since the event in minutes (apporximately);[13_VAS] Please use the following 3 items to indicate how you felt during the event;[14_VAS] ;[34_VAS] ;[20_VAS] How stressed did you feel during the event?;"[17_VAS] During the event I felt like I myself was able to control my behavior in a way that I think is for the best;  my behavior was not controlled by someone else";[18_VAS] During the event I felt competent in what I was doing ;[19_VAS] During the event I felt like there were people around me who care about me and support me;[21_VAS] Did you try to control your emotions in any of the following ways?I ruminated over the subject matter;[22_VAS] I distracted myself from the subject matter;[23_VAS] I tried to look at the subject matter from a new perspective;[24_VAS] Suppressed the outward expression of my emotions;[35_VAS] Talked to others about your emotions;[26_VAS] Accepted my emotions the way they are;[27_VAS] I took action to try to change the situation causing my emotions;[28_VAS] I thought hard about what to do about the situation causing my emotions;[29_VAS] I sought help and advice from other people;[30_VAS] I used some substances (e.g. alcohol or tobacco) to make myself feel better;[31_VAS] I gave up trying to cope with the situation ;[32_FFT] Optional: describe the event in a few words
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-28 10:25:06 EET;2019-11-28 10:25:06 EET;2019-11-28 11:40:33 EET;4527.686;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;43;86;77;82;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-28 13:27:54 EET;2019-11-28 13:27:54 EET;2019-11-28 14:13:00 EET;2705.52;Unknown;https://ethicadata.com/media/survey_media/900/image/3valence2.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/3dominance.png;66;74;50;81;(ID 1) Yes;18;https://ethicadata.com/media/survey_media/900/image/2valence.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/2dominance.png;90;83;24;78;90;11;44;47;6;59;16;57;4;1;5;Ystävällä suuria huolia.
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-28 15:08:53 EET;2019-11-28 15:08:53 EET;2019-11-28 15:32:44 EET;1430.787;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/2arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;51;82;81;93;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-28 20:07:26 EET;2019-11-28 20:07:26 EET;2019-11-28 20:07:26 EET;Blocked;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-28 19:18:43 EET;2019-11-28 19:18:43 EET;2019-11-28 20:16:08 EET;3444.763;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;26;95;83;84;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-29 10:55:44 EET;2019-11-29 10:55:44 EET;2019-11-29 11:19:52 EET;1447.971;Unknown;https://ethicadata.com/media/survey_media/900/image/3valence2.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;50;92;43;81;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-29 12:37:33 EET;2019-11-29 12:37:33 EET;2019-11-29 14:07:33 EET;Expired;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-29 14:14:58 EET;2019-11-29 14:14:58 EET;2019-11-29 15:44:58 EET;Expired;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-29 18:33:20 EET;2019-11-29 18:33:20 EET;2019-11-29 18:36:22 EET;181.4;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/2arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;28;91;67;94;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-29 20:56:28 EET;2019-11-29 20:56:28 EET;2019-11-29 21:07:58 EET;689.797;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/3dominance.png;41;98;79;91;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-26 10:58:41 EET;2019-11-26 10:58:41 EET;2019-11-26 11:01:09 EET;148.542;Unknown;2;;;;76;;96;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-26 11:53:18 EET;2019-11-26 11:53:20 EET;2019-11-26 12:19:15 EET;1556.733;Unknown;2;;;;70;33;69;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-26 14:38:34 EET;2019-11-26 14:38:35 EET;2019-11-26 14:45:03 EET;388.931;Unknown;2;;;;62;66;54;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-26 17:59:19 EET;2019-11-26 17:59:19 EET;2019-11-26 18:35:31 EET;2172.475;Unknown;3;;;;70;60;73;(ID 1) Yes;60;3;3;3;18;66;85;73;11;7;16;13;16;71;0;;0;0;;The event was a positive one (I was writing my thesis and overcame a problem that I was struggling with for a long time) and I feel like these questions are ment for a situation in which a negative event has ocurred and now I am worried I maybe understood the instructions wrong since I felt these questions didn't make much sense in my case. I felt good and the event was a nice one so no need to distract myself or cope with anything etc. 
User #19453;7a9dd8870687a36b;2019-11-26 19:45:43 EET;2019-11-26 19:45:43 EET;2019-11-26 20:01:19 EET;935.607;Unknown;3;1;3;26;74;68;;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-27 10:13:56 EET;2019-11-27 10:13:57 EET;2019-11-27 10:31:09 EET;1033.035;Unknown;3;3;3;29;75;83;;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-27 12:36:42 EET;2019-11-27 12:40:38 EET;2019-11-27 12:41:03 EET;261.011;Unknown;3;;;;74;83;79;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-27 16:20:28 EET;2019-11-27 16:18:58 EET;2019-11-27 16:39:29 EET;1140.493;Unknown;0;;1;80;72;73;92;(ID 1) Yes;38;0;3;0;82;90;80;86;51;21;14;43;100;100;29;0;76;0;51;I met a friend of mine who told me he had been diagnosed with cancer. This made me extremely shocked and worried. 
User #19453;7a9dd8870687a36b;2019-11-27 17:09:20 EET;2019-11-27 17:08:59 EET;2019-11-27 17:13:51 EET;270.739;Unknown;1;1;3;39;71;71;89;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-27 21:02:38 EET;2019-11-27 21:03:59 EET;2019-11-27 21:11:41 EET;543.044;Unknown;3;1;3;19;72;73;100;(ID 1) Yes;15;3;1;3;1;89;89;100;0;22;;20;77;100;;;67;64;;Had a beer with my friends and had some really good conversations.
User #19453;7a9dd8870687a36b;2019-11-28 10:57:16 EET;2019-11-28 10:57:16 EET;2019-11-28 11:15:22 EET;1085.806;Unknown;3;;3;66;71;62;80;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-28 14:04:37 EET;2019-11-28 14:03:59 EET;2019-11-28 14:39:33 EET;2095.567;Unknown;;2;3;64;68;66;64;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-28 15:13:30 EET;2019-11-28 15:13:58 EET;2019-11-28 15:34:12 EET;1242.593;Unknown;3;1;3;24;74;68;65;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-28 17:57:04 EET;2019-11-28 17:57:04 EET;2019-11-28 18:07:37 EET;633.26;Unknown;3;1;3;10;66;62;78;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-28 21:04:34 EET;2019-11-28 21:04:35 EET;2019-11-28 21:06:35 EET;120.932;Unknown;3;3;3;13;73;83;97;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-29 11:24:31 EET;2019-11-29 11:24:31 EET;2019-11-29 11:33:27 EET;536.275;Unknown;3;3;3;;80;86;85;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-29 12:32:12 EET;2019-11-29 12:33:58 EET;2019-11-29 12:46:49 EET;876.472;Unknown;3;1;3;21;71;80;77;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-29 16:29:49 EET;2019-11-29 16:28:58 EET;2019-11-29 16:30:41 EET;51.205;Unknown;4;3;3;18;82;100;100;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-29 19:01:46 EET;2019-11-29 19:01:47 EET;2019-11-29 19:05:48 EET;242.019;Unknown;4;3;3;15;69;86;100;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19453;7a9dd8870687a36b;2019-11-29 19:54:33 EET;2019-11-29 19:53:58 EET;2019-11-29 20:04:32 EET;599.014;Unknown;4;3;3;6;81;87;92;(ID 2) No;;;;;;;;;;;;;;;;;;;;
